ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
JP3850200001,HOKKAIDO ELEC.POWER,,,,,,64.83,40.03,33.43,66.19,53.53,52.18,58.49,51.5,37.69,44.75,40.56,40.43,41.11,57.08,66.38,67.25,71.26,71.43,70.91
JP3854600008,HONDA MOTOR,,,,80.63,87.47,89.86,86.78,80.19,74.39,83.96,77.68,82.69,81.79,83.65,85,85.84,92.04,91.4,85.82,88.94,90.22,91.48,88.81,89.1
JP3862400003,MAKITA,,,,,,0,0,0,0,29.58,34.91,31.79,39.89,37.39,40.55,41.69,46.89,47.54,53.66,56.65,56.68,56.91,70.75,71.88
JP3863800003,MATSUI SECURITIES,,,,,,,26.3,26.68,21.9,18.62,18.52,17.63,16.52,16.48,17.56,17.81,17.87,17.54,15.95,0,0,3.32,2.82,2.9
JP3866800000,PANASONIC HOLDINGS,,,,58,61.33,32.36,33.1,29.07,66.52,56.51,57.61,86.73,87.01,72.15,69.96,67.62,72.49,87.87,88.52,89.98,88.57,89.32,90.5,89.89
JP3868400007,MAZDA MOTOR,,,,,,57.79,67.05,85.06,71.55,71.35,75.9,73.68,77.16,77.64,77.26,78.29,80.43,64.36,85.63,83.02,83.73,84.23,83.51,83.67
JP3870000001,MABUCHI MOTOR,,,,,,51.64,54.3,46.46,79.36,58.95,74.68,73.71,51.1,49.58,50.16,51.26,56.64,55.93,56,57.69,61.13,62.04,61.84,60.55
JP3870400003,MARUI GROUP,,,,,,,16.67,8.33,0,2.38,2.08,1.96,2.39,2.32,10.97,12.3,28.47,14.45,30.7,13.03,14.99,15.82,17.47,17.77
JP3877600001,MARUBENI,,,,57.14,58.33,52.68,35.12,54.46,69.4,46.96,46.96,47.87,68.27,53.98,58.96,65.77,48.87,63.47,47.42,49.28,70.66,52.56,61.85,38.81
JP3885780001,MIZUHO FINL.GP.,,,,,35.52,72.41,71.94,66.38,59.35,77.57,69.92,90.07,88.63,89.63,90.03,90.49,89.1,89.23,88.97,80.84,78.47,76.37,77.44,87.33
JP3888300005,MITSUI CHEMICALS,,,,,,41.61,37.78,33.46,15.29,16.64,43.67,60.36,59.65,64.83,63.71,64.44,70.3,77.12,75.45,77.73,80.52,82.88,83.27,83.22
JP3888400003,MITSUI MNG.& SMELT.,,,,,,0,0,0,0,0,4.65,4.65,8.21,18.06,22.38,21.86,22.78,58.88,66.54,67.33,69.56,71.09,72.06,81.7
JP3890310000,MS&AD INSURANCE GP.HDG.,,,,,,28.33,27.21,35.57,35.06,33.57,33.65,74.17,65.32,80.22,80.5,76.47,80.37,77.61,75.89,75.48,73.08,69.68,69.55,72.19
JP3890350006,SUMITOMO MITSUI FINL.GP.,,,,,29.56,75.19,57.87,35.61,61.04,56.23,53.5,52.81,59.81,55.39,55.45,55.24,55.63,66.9,69.75,38.42,38.47,40.48,64.48,61.43
JP3891600003,MITSUI E&S,,,,,,10.75,27.28,25.37,87.28,93.6,90.01,90.38,84.53,82.41,82.3,70.34,67.55,70.01,73.16,71.5,71.69,72.86,70.91,66.74
JP3892100003,SUMITOMO MITSUI TST.HDG.,,,,,,29.48,30,32.61,31.61,70.93,65.73,67.8,76.14,77.46,77.24,76.77,88.77,89.29,90.79,83.52,83.31,80.41,80.96,
JP3893200000,MITSUI FUDOSAN,,,,25.29,36.03,53.51,69.23,69.5,66.18,67.97,89.47,92.54,91.1,90.84,88.89,86.72,81.56,77.5,64.85,78.43,85.05,84.37,81.67,88.19
JP3893600001,MITSUI,,,,0,23.81,11.61,34.82,34.82,18.21,39.82,30.89,26.3,25.89,24.7,29.46,28.27,42.2,44.36,56.58,53.15,48.68,59,70.77,80.67
JP3896800004,MITSUBISHI GAS CHM.,,,,,,76,27.26,24.84,67.07,60.89,60.56,52.36,46.85,48.6,47.39,43.63,54.59,54.92,41.13,51.6,59.94,74.49,67.38,67.37
JP3898400001,MITSUBISHI,,,,42.86,67.86,75.89,84.23,63.39,51.55,40.98,38.04,35.57,37.56,56.36,54.19,66.96,58.39,59.25,45.95,89.17,85.27,86.66,82.92,84.4
JP3899600005,MITSUBISHI ESTATE,,,,,,,43.9,48.36,55.91,77.06,77.92,88.54,74.25,82.05,80.8,80.66,72.46,68.3,62.35,89.1,88.16,89.69,90.26,87.48
JP3899800001,MITSUBISHI MOTORS,,,,,,48.57,57.38,53.99,55.68,62.37,53.57,56.16,49.37,49.44,48.56,51.13,72.63,80.17,82.3,86.09,88.09,86.03,84.74,87.14
JP3900000005,MITSUBISHI HEAVY INDS.,,,,,,34.66,73.93,77.99,63.9,66.46,70.15,88.21,83.93,88.49,87.64,89.45,85.21,88.25,86.78,87.35,86.21,86.33,85.2,84.39
JP3902000003,MITSUBISHI LOGISTICS,,,,,,0,0,0,1.51,38.69,29.01,36.18,44.37,60.68,56.41,64.19,64.89,60.62,55.52,52.72,52.65,50.04,36.03,52.66
JP3902400005,MITSUBISHI ELECTRIC,,,,53.18,45.37,76.86,48.89,52.5,76.04,59.01,70.22,74.5,82.37,81.74,82.58,82.41,93.1,90.24,92.02,93.62,97.61,95.64,98.02,97.56
JP3902900004,MITSUBISHI UFJ FINL.GP.,,,,27.08,24.6,25.81,26.99,61.12,66.02,69.51,78.76,90.09,89.1,89.27,89.45,89.83,87.58,87.67,88.34,82.22,82,77.85,79.71,77.54
JP3903000002,MITSUBISHI MATERIALS,,,,,,10.74,27.19,33.86,36.65,38.45,36.13,50.95,46.54,60.25,59.86,68.07,65.13,61.64,66.14,72.01,75.2,76.06,74.89,74.59
JP3906000009,MINEBEA MITSUMI,,,,,,36.38,31.79,63.45,46.74,45.58,41.63,35.33,71.98,63.82,65.72,61.45,63.68,67.75,67.52,71.28,73.98,78.55,80.98,77.92
JP3910660004,TOKIO MARINE HOLDINGS,,,,,,,52.49,57.37,79.78,79.53,75.24,74.59,76.58,75.08,77.04,73.44,72.6,71.33,74.46,56.54,57.21,59.92,67.18,64.55
JP3914400001,MURATA MANUFACTURING,,,,,,69.45,41.42,39.33,39.26,35.75,50.38,53.15,62.65,58.11,58.45,56.82,62.56,62.83,66.4,68.01,71.23,80.08,95.78,89.8
JP3931600005,YAKULT HONSHA,,,,,,,0,0,4.45,23.71,26.21,29.14,81.88,83.92,77.24,79.08,82.59,81.64,81.76,81.59,87,88.88,87.18,89.32
JP3933800009,LY,,,,,,0,0,10.05,7.49,7.3,8.09,8.25,2.75,2.79,5.45,5.93,6.37,11.36,18.52,25.33,30.46,42.35,44.2,
JP3935600001,YAMAZAKI BAKING,,,,,,0,0,0,0,0,2.04,0.51,0.95,1.03,0.81,0.96,1.85,1.39,1.26,0.44,1.33,6.18,6.43,
JP3939000000,YAMADA HOLDINGS,,,,,,0,0,0,8.17,14.79,18.78,16.83,33.66,30.49,28.48,39.69,35.02,52.9,50.74,48.97,53.03,54.1,54.62,47.35
JP3940000007,YAMATO HDG.,,,,,,19.56,15.93,13.04,7.82,4.13,4.88,4.33,4.6,6.89,12.76,27.96,33.56,36.81,48.16,56.69,63.83,49.74,47.07,
JP3940400009,YAMATO KOGYO,,,,,,,0,0,0,7.36,9.52,9.23,16.43,16.25,14.62,12.52,7.23,7.24,7.15,5.18,4.96,5.16,12.07,
JP3942400007,ASTELLAS PHARMA,,,,75.34,68.58,77.18,20.53,34.64,54.31,68.62,70.28,79.01,72.62,73.9,75.67,77.78,83.39,81.7,79.61,80.5,80.56,80.65,79.31,
JP3942600002,YAMAHA,,,,,,0,0,0,0,0,0,0,0,53.41,53.03,52.73,58.77,61.23,13.6,66.72,69.69,67.48,69.83,67.49
JP3942800008,YAMAHA MOTOR,,,,,,18.51,26.11,50.31,64.99,54.03,48.6,58.61,70.73,61.15,61.59,62.4,61.67,61.73,66.95,91.87,84.14,84.58,86.33,90.01
JP3944130008,USS,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.83,19.02,14.58,13.69,14.1
JP3951600000,UNI CHARM,,,,,,,0,6.11,1.08,10.83,17.56,33.46,40.24,40.9,41.05,43.17,36.65,38.48,41.49,41.47,53.72,54.98,61.41,
JP3955000009,YOKOGAWA ELECTRIC,,,,,,89.67,91.21,82.39,72.75,72.86,73.69,74,70.86,69.27,68.73,71.65,76.32,77.19,79.39,82.22,83.86,84.47,79.39,79.88
JP3967200001,RAKUTEN GROUP,,,,,,0,0,0,6.98,9.98,10.75,54.79,50.65,45.4,42.94,41.18,53.18,23.82,21.85,36.8,46.41,46.37,42.73,
JP3973400009,RICOH,,,,,,17.19,18.53,11.83,73.22,52.21,46.65,46.34,37.24,45.79,42.08,45.79,39.78,46.34,45.23,31.51,45.34,45.55,48.53,47.36
JP3977400005,RINNAI,,,,,,,38.75,14.87,40.19,40.25,36.36,58.67,80.4,69.1,68.25,67.84,72.71,73.17,75.04,64.27,70.08,74.48,76.55,78
JP3982100004,LAWSON,,,,,,,56.56,54.56,37.71,40.03,40.3,53.29,54.72,63.43,63.05,63.89,63.55,77.33,68.13,60.3,69.94,72.02,70.55,66.82
JP3982800009,ROHM,,,,,,,40.74,46.7,51.03,46.2,81.59,84.23,89.2,80.11,82.52,78.99,78,79.9,79.44,79.87,82.4,84.67,79.7,81.09
JP3992400006,WACOAL HDG.,,,,,,,28.23,32.44,27.22,25.52,37.28,38.48,41.46,38.66,42.04,40.09,36.38,32.09,31.08,28.71,32.48,39.82,40.3,38.24
KR7003550001,LG,,,,,,0,0,0,24.32,40.15,35.48,65.47,0,3.05,3.91,3.53,11.69,31.6,30.74,26.76,62.3,57.36,,61.77
KR7005380001,HYUNDAI MOTOR,,,,,,79.29,54.71,70.01,78.13,67.87,73.29,71.06,75.82,71.93,72.86,62.66,69.55,67.52,72.25,74.35,56.72,57.66,62.23,
KR7005930003,SAMSUNG ELECTRONICS,,,,70.67,14,26.55,57.9,56.4,82.41,76.53,91.37,88.73,79.33,88.48,85.26,88.45,90.67,83.04,90,91.04,61.03,60.96,61.02,62.79
KR7010950004,S-OIL,,,,,,,,,61.61,63.5,58.25,63.42,62.91,71.12,69.81,69.15,64.92,74.63,76.28,77.09,76.01,75.51,73.89,73.65
KR7012330007,HYUNDAI MOBIS,,,,,,,,,10.47,8.87,42.25,41.56,50.05,51.95,45.19,44.03,44.4,46.11,53.41,56.03,51.7,55.07,52.38,64.05
KYG0535Q1331,ASMPT,,,,,,0,0,0,0,1.36,0.86,8.92,8.74,29.18,27.15,27.16,27.02,40.88,51.39,53.28,48.4,50.55,67.89,63.9
KYG217651051,CK HUTCHISON HOLDINGS,,,,0,0,0,0,0,0,0,0,0,21.94,19.84,28.99,23.88,23.44,40.23,64.44,69.29,68.69,80.29,84.31,
KYG3472Y1017,FIH MOBILE,,,,,,,0,0,0,0,0,0,0,0,0,0,3.19,3.33,10.54,11.2,35.44,35.65,40.29,43.53
KYG525621408,KINGBOARD HOLDINGS,,,,,,0,0,0,5.56,3.33,0,0,0,0,0,0,0,0,1.13,26.22,21.06,38.9,35.85,33.4
KYG5427W1309,LEE & MAN PAPER MNFG.,,,,,,,0,0,0,0,24.1,17.79,21.26,18.44,20.39,24.02,22.39,14.41,10.54,53.15,58.43,61.97,70.75,67.04
KYG811511131,SHUI ON LAND,,,,,,,,0,21.93,61.13,55.66,57.99,62.5,52,49.01,56.1,56.13,71.26,68.64,73.77,71.86,62.53,80.42,89.45
KYG875721634,TENCENT HOLDINGS,,,,,,0,0,0,0,8.25,12.02,11.71,0,0,0,0,0,9.49,32.07,42.45,45.12,72.12,74.43,75.79
KYG8878S1030,TINGYI CYMN.ISLE.HLDG.,,,,,,0,0,0,0,0,0,2.53,21.41,23.55,24,11.71,15.68,19.67,55.41,39.25,41.4,48.77,50.8,53.27
LR0008862868,ROYAL CARIBBEAN GROUP,,,,,,0,2.34,6.06,53.38,43.89,50.98,66.73,61.05,59.03,61.63,74.16,82.28,75.97,75.97,79.59,80.07,81.89,77.76,83.71
LU0038705702,MILLICOM INTL.CELU.,,,,,,,,,0,41.07,39.14,44.97,37.13,43.85,45.24,52.8,49.91,45.12,41.59,38.75,36.82,34.2,41.42,44.78
LU0075646355,SUBSEA 7,,,,,,,0,12,0,19.63,29.11,30.16,34.62,35.84,25.2,20.46,27.99,32.21,48.76,60,74.16,72.13,86.15,80.14
LU0088087324,SES FDR (LUX),,,,,,5.43,6.52,5.97,7.12,14.52,25.49,23.23,20.22,28.13,29.24,39.62,36.09,39.13,36.81,34.08,32.48,40.93,46.19,
LU1598757687,ARCELORMITTAL,,,,,,38.22,43.55,57.58,77.17,83.21,83.88,84.55,83.17,85,86.54,87.44,88.61,89.38,88.68,79.54,79.01,79.26,76.53,76.84
MX01AM050019,AMERICA MOVIL B,,,,,,,,,0,0,0,0,0,3.95,19.73,35.15,41.53,46.24,36.89,44.07,32.03,35.15,37.47,57.43
MX01WA000038,WALMART DE MEXICO 'V',,,,,,,,,12.44,76.46,69.43,93.44,89.8,90.61,95.72,94.22,90,95.91,94.61,95.28,90.55,90.24,91.73,88.54
MXP225611567,CEMEX CPO,,,,47.2,53.77,67.91,29.87,64.95,71.98,70.79,64.17,84.83,79.48,94.36,92.71,94.92,92.4,92.98,94.31,85.07,83.67,83.62,83.59,86.13
MXP370641013,GRUPO FINANCIERO INBURSA SRIES 'O',,,,,,,,,18.32,18.18,16.54,17.06,16.67,15.26,15.25,15.45,18.28,21.15,22.22,0,0,0,0,0
NL0000009082,KPN KON,,,,,,,51.45,58.5,54.93,63.02,58.06,79.82,74.69,71.21,74.91,73.27,79.1,76.97,74,71.34,70.02,68.01,67.5,67.45
NL0000009165,HEINEKEN,,,,62.85,47.69,18.11,29.48,31.97,61.11,64.12,63.39,63.87,78.12,70.59,75.21,73.12,66.23,63.74,63.75,60.88,68.14,73.13,73.29,68.89
NL0000009538,PHILIPS ELTN.KONINKLIJKE,,,,28.62,40.58,29.46,48.71,53.73,78.98,78.09,76.87,77.89,77.4,78.34,80,79.9,81.54,80.47,80.44,81.44,81.6,81.36,81.26,81.04
NL0000226223,STMICROELECTRONICS,,,,62.08,64.86,52.2,59.66,58.39,87.37,84.99,90.49,91.39,96.19,95.24,96.45,94.34,93.11,90.76,91.8,91.38,93.09,94.33,94.89,94.6
NL0000235190,AIRBUS,,,,0,26.45,23.64,36.36,51.29,69.1,69.72,84.56,83.97,93.03,96.42,94.43,95.3,96.77,97.06,96.83,94.5,95.99,97.64,97.53,98.31
NL0000289213,WERELDHAVE,,,,10.16,0,0,31.09,37.8,35.37,49.94,69.09,55.64,62.88,65.97,74.78,76.87,81.81,81.03,82.95,88.68,90.16,85.94,84.61,81.15
NL0000337319,BAM GROEP KON.,,,,,,0,0,6.35,42.7,72.8,69.09,69.17,92.93,91.25,90.84,87.37,88.17,88.33,74.13,73.79,77.06,78.29,79.92,79.06
NL0000360618,SBM OFFSHORE,,,,0,0,0,0,0,37.21,43.7,46.72,48.59,43.86,44.64,33.64,52.34,53.43,59.4,61.89,60.93,55.83,50.49,41.28,45.73
NL0000379121,RANDSTAD,,,,0,0,0,0,0,0,5.5,15.73,4.24,25.8,28.08,35.91,42.41,56.49,56.69,58.9,53.51,59.39,60.94,62.29,61.4
NL0000395903,WOLTERS KLUWER,,,,0,0,15.87,26.3,42.69,42.41,40.68,33.59,36.57,54.89,57.45,57.99,70.85,69.76,69.12,66.6,65.62,65.3,64.11,54.25,50.58
NL0009432491,KONINKLIJKE VOPAK,,,,,,,,,33.71,40.05,36.75,56.52,71.77,77.99,77.25,80.13,75.73,80.55,77.39,76.89,79.07,79.45,76.83,72.19
NL0010273215,ASML HOLDING,,,,37.92,40.69,45.07,42.2,51.91,60.19,46.62,57.56,61.85,46.38,45.85,43.64,41.36,39.77,46.05,61.05,60.79,68.48,66.67,66.08,62.78
NL0010583399,CORBION,,,,,,17.55,47.48,38.68,15.36,31.31,24.61,45.99,41.03,42.64,49.17,43.39,44.02,44.62,61.65,39.02,43.38,58.92,57.54,58.58
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,,,,22.54,0,64.32,41.82,0,70.28,71.54,90.48,89.73,83.28,82.44,81.59,81.38,64.71,69.29,68.15,67.09,55.78,62.91,66.97,
NL0011821202,ING GROEP,,,,86.15,85.17,87.77,77.29,91.11,88.82,88.76,81.01,86.9,88.32,89.9,89.12,91.16,90.77,93.16,94.42,86.93,86.28,83.64,84.27,81.81
NL0013267909,AKZO NOBEL,,,,54.06,52.14,48.54,68.65,69.45,90.09,82.21,79.26,78.56,62.98,62.82,66.38,64.12,71.31,69.41,63.35,87.14,70.09,70.99,69.92,63.42
NL0013332471,TOM TOM,,,,,,,0,0,0.98,11.13,39.92,37.29,34.31,32.57,29.5,30.34,34.61,38.35,31.21,30.18,34.62,41.84,41.69,46.95
NL00150001Q9,STELLANTIS,,,,43.18,49.07,32.61,23.96,28.01,62.36,81.41,88.01,86.12,95.51,95.31,96.69,97.29,98.09,97.49,98.45,98.36,98.45,97.9,95.31,95.02
NL00150003E1,FUGRO,,,,,,0,0,0,0,0,16.25,23,29.86,24.3,13.71,1.61,33.87,38.09,55.15,43.81,59.16,57.59,56.57,49.9
NL0015001FS8,FERROVIAL,,,,,,41.14,22.92,29.08,45.46,49.36,55.93,58.19,55.95,64.8,65.43,65.09,62.61,62.16,64.74,59.57,61.04,63.33,75.61,77.35
NO0003028904,SCHIBSTED A,,,,0,2.14,0.71,0,0,0.39,0.32,12.96,28.96,22.22,35.71,38.97,41.06,17.99,30.7,31.47,57.09,62.38,66.15,65.16,65.35
NO0003053605,STOREBRAND,,,,47.62,45,46.32,41.85,55.06,84.24,78.21,79.05,77.42,70.94,71.82,68.97,65.17,75.72,48.13,75.43,68.87,75.45,97.13,97.96,98.54
NO0003054108,MOWI,,,,,,0,0,0,0,17.15,42.22,57.87,43.27,48.77,46.52,53.44,60.49,45.67,47.98,46.88,50.32,53.48,60,59.61
NO0003078800,TGS,,,,,,0,0,0,0,7,5.38,5.83,13.7,3.55,4.38,22.77,27.32,30.93,39.16,48.66,43.99,53.7,62.7,54.12
NO0003733800,ORKLA,,,,7.79,3.25,37.85,20.73,19.09,63.89,66.28,76.49,73.53,80.34,80.67,90.03,86.67,92.15,91.72,92.64,95.56,95.32,97.44,97.81,
NO0005052605,NORSK HYDRO,,,,45.25,29,31.45,72.7,71.1,76.17,81.76,81.71,73.99,78.31,82.61,84.67,86.84,86.5,86.43,87.96,89.22,87.69,79.26,77.75,76.23
NO0010063308,TELENOR,,,,58.75,45.45,46.88,56.12,44.67,49.82,59.66,69.33,67.08,73.39,74.83,74.92,71.41,69.16,61.43,58.74,58.62,61.54,62.48,54.72,48.95
NO0010096985,EQUINOR,,,,,,,66.16,66.18,74.13,77.23,77.87,78.28,85.25,82.12,81.32,80.1,76.75,81.91,84.26,84.73,75.68,76.77,77.35,72.89
NO0010112675,REC SILICON,,,,,,,,4.25,47.18,44.24,42.69,62.01,64.82,78.07,72.46,44,33.24,30.08,33.66,35.6,33.33,35.45,27.97,35.11
NO0010199151,PGS,,,,8.57,32.38,76.99,0,0,32.63,46.35,51.14,47.71,60.76,59.12,65.21,50.67,62.57,54.05,60.3,57.04,59.25,57.05,56.6,51.06
NO0010208051,YARA INTERNATIONAL,,,,,,7.09,8.69,9.89,56.34,50.05,44.93,45.37,54.72,54.89,49.69,50.02,48.87,49.44,57.94,63.36,70.06,75.75,73.15,72.86
NO0010215684,AKASTOR,,,,,,14.79,6.72,16.51,47.53,56.84,54.75,55.49,59.79,85.01,78.19,68.8,63.84,60.99,62.75,68.86,63.13,50.51,59.12,54.44
NO0010861990,PROSAFE,,,,2.54,2.86,0,20.17,6.35,29.6,36.43,62.58,59.01,65.76,64.63,61.53,62.48,60.94,64.45,65,64.91,59.17,50.23,50.22,55.2
NO0012470089,TOMRA SYSTEMS,,,,65.48,66.53,47.22,33.93,26.81,51.52,70.66,69.92,71.93,69.82,70.03,70.42,70.77,32.59,69.48,69.14,34.05,35.71,38.46,38.01,39.82
NZAIAE0002S6,AUCKLAND INTL.AIRPORT,,,,,,32.8,41.28,56.72,73.41,78.72,70.99,76.25,75.35,76.13,76.97,80.46,80.62,81.83,77.54,85.29,88.87,85.12,88.24,82.51
NZCENE0001S6,CONTACT ENERGY,,,,,,8.91,12.6,22.18,35.8,24.81,47.08,40.54,35.41,24.52,15.14,16.28,15.82,14.07,14.7,31.68,55.57,54.8,56.36,53.1
NZFBUE0001S0,FLETCHER BUILDING,,,,,,0,11.83,10.42,42.08,31.16,42.62,53.84,52.35,53.14,53.51,50.21,38.41,43.44,46.69,50.78,52.85,53.77,54.72,56.03
NZSKCE0001S2,SKY CITY ENTM.GP.,,,,,,0,0,23.11,9.42,7.7,8.3,8.26,13.01,8.95,10.06,12.18,39.76,51.07,67.19,56.91,52.21,51.85,53.59,52.03
NZTELE0001S4,SPARK NEW ZEALAND,,,,,,9.78,2.9,27.13,65.79,72.75,68.91,68.68,63.81,64.37,64.04,64.32,55.81,31.26,44.06,48.63,47.37,46.36,39.4,
PA1436583006,CARNIVAL,,,,0,0,0,65.65,65.3,74.61,68.48,66.85,62.41,62.64,79.36,80.53,76.26,75.46,79.25,78.18,77.95,78.41,72.28,67.71,72.48
PTBCP0AM0015,BANCO COMR.PORTUGUES 'R',,,,27.08,24.6,25.81,62.81,62.89,59.99,77.55,89.06,86.96,84.91,81.72,84.13,90.05,80.24,82.7,83.86,61.88,63.91,61.54,63.18,62.75
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,,,,,,,24.67,23.76,56.06,83.83,87.98,85.2,80.61,72.45,71.97,81.95,90.01,87.91,82.62,86.17,83.27,90.68,93.68,88.39
PTJMT0AE0001,JERONIMO MARTINS,,,,,,,32.57,45.37,39.31,34.76,48.96,46.33,60.3,78.53,79.91,86.57,86.83,85.96,84.69,78.22,90,89.96,93.26,92.23
PTSON0AM0001,SONAE SGPS,,,,33.02,6.55,1.52,16.67,36.7,75.42,67.09,73.31,85.28,83.26,79.26,79.31,78.19,77.32,77.76,68.22,62.58,69.53,74.86,76.95,75.61
PTZON0AM0006,NOS SGPS,,,,,,,0,0,3.73,1.1,1.41,2.1,32.13,33.02,32.7,19.03,42.15,39.87,54.51,60.65,74.94,78.3,80.46,76.76
RU0007288411,MMC NORILSK NICKEL,,,,,,,,,66.97,66.46,62.15,60.37,61.11,58.94,54.23,59.87,63.3,62.27,62.21,60.13,61.8,75.93,78.1,72.71
RU0007661625,GAZPROM,,,,30.83,15.03,22.16,28.55,50.35,42.68,48.28,48.55,53.05,48.7,45.89,51.28,47.13,54.02,58.34,57.36,55.99,59.36,58.14,,
RU0009024277,NK LUKOIL,,,,,,,,64.77,67.5,83.3,78.44,56.31,55.68,63.2,63.76,62.88,65.46,69.96,72.96,74.91,74.36,72.83,72.8,
SE0000106270,HENNES & MAURITZ B,,,,,,,51.61,51.67,85.76,87.89,91.19,89.39,92.09,89.68,94.21,92.69,92.14,85.65,88.76,90.66,93.67,94.26,91.66,93.57
SE0000108227,SKF B,,,,13.86,12.38,35.3,16.48,39.89,51.26,69.01,77.55,76.9,73.74,72.58,71.02,92.57,91.88,88.29,89.85,90.37,88.34,86.33,87.58,86.46
SE0000108656,ERICSSON B,,,,20.59,26.47,13.38,48.16,52.33,58.4,51.05,67.09,62.44,75.88,76.25,76.38,78.86,83.21,92.7,86.41,87.21,82.46,64.05,64.82,61.91
SE0000111940,RATOS B,,,,,,26.48,26.3,26.68,21.9,49.78,45.81,18.73,48.39,47.46,48.15,51.37,59.47,54.97,51.33,55.2,65.29,64.02,57.1,54.87
SE0000112724,SVENSKA CELLULOSA AKTIEBOLAGET SCA B,,,,58.48,36.26,61.23,38.79,66.74,59.6,64.15,80.99,80.99,91.52,91.28,89,92.45,89.88,77.74,90.98,93.6,90.03,85.99,84.34,85.38
SE0000113250,SKANSKA B,,,,,,,40.56,36.63,54.53,80.78,82.68,63.84,60.15,64.33,63.4,53.54,57.66,54.83,58.43,60.85,58.31,58.39,56.86,59.16
SE0000114837,TRELLEBORG B,,,,81.44,74.49,27.11,51.95,65.97,52.36,77.01,71.93,71.58,64.23,62,59.95,60.89,60.64,63,65.54,72.91,74.49,66.02,62.75,62.78
SE0000148884,SKANDINAVISKA ENSKILDA BANKEN A,,,,27.08,24.6,30.91,25.56,26.26,85.19,83.4,82.67,83.89,89.96,89.23,90.82,90.71,89.28,89.35,91.14,92.71,92.15,87.65,89.02,86.82
SE0000163594,SECURITAS B,,,,0,0,0,0,0,0,13.68,15.63,16.12,30.15,40.05,39.39,19.38,13.45,17.06,17.5,18.42,20.19,18.15,34.95,30.03
SE0000163628,ELEKTA B,,,,0,0,0,8.93,2.6,15.05,14.94,4.79,5.32,19.99,44,46.49,39.62,44.69,50.77,51.06,63.54,69.42,74.3,74.98,74.16
SE0000171100,SSAB A,,,,20.25,21.83,48.56,36.05,24.14,54.29,75.33,70.77,71.22,75.45,77.27,76.88,82.24,83.84,82.46,84.25,84.38,77.83,71.46,69.62,66.53
SE0000190126,INDUSTRIVARDEN A,,,,,,0,0,0,0,0,0,20.31,2.54,7.62,2.26,0,0,18.62,22.24,6.79,22.36,13.62,12.39,21.7
SE0000202624,GETINGE B,,,,,,,16.72,7.63,10.22,17.44,37.07,38.65,61.11,49.97,46.65,45.35,51,56,62.47,64.58,70.66,73.99,78.26,77.32
SE0000242455,SWEDBANK A,,,,,,38.76,32.49,25.47,67,80.16,76.98,86.52,83.42,86.85,87.93,88.67,88.55,87.92,89.12,82.01,82.94,81.4,83.9,93.64
SE0000379190,CASTELLUM,,,,63.22,62.59,68.41,47.21,53.24,44.06,66.52,77.81,79.7,74.42,70.34,69.42,66.87,77.98,80.76,82.8,82.11,83.57,82.62,87.71,77.43
SE0000667891,SANDVIK,,,,0,0.57,22.42,21.32,49.82,36.35,78.44,78.77,67.4,63.55,63.14,63.18,63.31,66.91,72.95,70.07,73.47,71.57,75.19,73.93,71.34
SE0000667925,TELIA COMPANY,,,,0,0,9.28,9.66,20.98,46.91,78.13,72.05,70.96,61.26,61.39,65.08,64.31,59.54,66.69,62.15,58.65,59.74,62.79,68.86,65.5
SE0000695876,ALFA LAVAL,,,,0,0,0,4.05,3.92,61.7,75.63,73.02,73.19,73.23,71.44,69.9,71.35,74.7,74.01,74.5,88.84,90.17,89.96,86.73,85.91
SE0000806994,JM,,,,,,,,32.14,30.85,,35.61,30.74,59.34,55.22,63.76,68.33,75.76,83.34,84.85,84.29,85.28,85.35,83.3,84.91
SE0000862997,BILLERUD AKTIEBOLAG,,,,37.77,52.45,45.19,18.48,30.63,36.5,73.26,80.26,72.66,83.88,80.44,80.3,79.85,83.98,81.79,78.48,80.38,76.92,72.3,74.72,73.86
SE0000949331,NOBIA,,,,,,6.68,11.16,21.55,35.11,26,30.57,31.64,30.96,25.25,27.53,38.85,42.34,46.71,50.14,50.36,48.89,47.42,45.07,46.19
SE0001662230,HUSQVARNA B,,,,,,0,0,4.96,2.63,23.3,52.21,44.09,39.42,32.1,31.89,64.27,69.88,74.69,76.51,85.17,87.38,91.56,91.04,88.63
SE0003366871,SAS,,,,38.64,33.6,39.81,39.2,51.71,50.92,67.07,68.1,77.75,72.53,70.94,68.33,74.16,71.1,70.99,69.8,65.86,61.33,61.88,64.74,45.93
SE0005190238,TELE2 B,,,,0,0,0,0,0,9.11,24.32,35.25,43.05,33.88,31.9,35.43,29.96,22.89,34.55,49.78,46.53,53.39,58.28,71.69,70.02
SE0006993770,AXFOOD,,,,0,0,19.7,53.07,5.06,42.08,55.59,61.73,60.99,61.38,66.09,59.31,67.09,80.33,77.49,87.3,83.34,89.82,90.6,90.06,88.71
